time,C_atm,C_active,C_deep,T_s,forcing
1.064000000000000057e+02,1.243445301128908113e+03,1.500158893307159076e+02,7.974868174714014231e+02,-4.484347488291653860e+01,1.367999999999999972e+01
1.065000000000000000e+02,1.243524413994973656e+03,1.500055566797794029e+02,7.974868174712555629e+02,-4.484327515025081823e+01,1.367500000000000071e+01
1.066000000000000085e+02,1.243602868786894760e+03,1.499952245440583454e+02,7.974868174711095890e+02,-4.484307682729874500e+01,1.366999999999999993e+01
1.067000000000000028e+02,1.243680666817947213e+03,1.499848929249302785e+02,7.974868174709636151e+02,-4.484287991093912495e+01,1.366499999999999915e+01
1.068000000000000114e+02,1.243757809398729250e+03,1.499745618237691929e+02,7.974868174708177548e+02,-4.484268439806000117e+01,1.366000000000000014e+01
1.069000000000000057e+02,1.243834297837168833e+03,1.499642312419457255e+02,7.974868174706717809e+02,-4.484249028555853300e+01,1.365499999999999936e+01
1.070000000000000000e+02,1.243910133438529783e+03,1.499539011808269322e+02,7.974868174705256934e+02,-4.484229757034099606e+01,1.365000000000000036e+01
1.071000000000000085e+02,1.243985317505418834e+03,1.499435716417765434e+02,7.974868174703797195e+02,-4.484210624932268274e+01,1.364499999999999957e+01
1.072000000000000028e+02,1.244059851337792907e+03,1.499332426261547937e+02,7.974868174702337456e+02,-4.484191631942787382e+01,1.364000000000000057e+01
1.073000000000000114e+02,1.244133736232965475e+03,1.499229141353185355e+02,7.974868174700876580e+02,-4.484172777758973183e+01,1.363499999999999979e+01
1.074000000000000057e+02,1.244206973485612934e+03,1.499125861706211538e+02,7.974868174699416841e+02,-4.484154062075029401e+01,1.362999999999999901e+01
1.075000000000000000e+02,1.244279564387782330e+03,1.499022587334127081e+02,7.974868174697955965e+02,-4.484135484586037279e+01,1.362500000000000000e+01
1.076000000000000085e+02,1.244351510228897268e+03,1.498919318250398476e+02,7.974868174696495089e+02,-4.484117044987952028e+01,1.361999999999999922e+01
1.077000000000000028e+02,1.244422812295765652e+03,1.498816054468458958e+02,7.974868174695034213e+02,-4.484098742977594299e+01,1.361500000000000021e+01
1.078000000000000114e+02,1.244493471872585587e+03,1.498712796001707943e+02,7.974868174693573337e+02,-4.484080578252648053e+01,1.360999999999999943e+01
1.079000000000000057e+02,1.244563490240952888e+03,1.498609542863511024e+02,7.974868174692112461e+02,-4.484062550511649903e+01,1.360500000000000043e+01
1.080000000000000000e+02,1.244632868679866760e+03,1.498506295067201393e+02,7.974868174690650449e+02,-4.484044659453986270e+01,1.359999999999999964e+01
1.081000000000000085e+02,1.244701608465738445e+03,1.498403052626078704e+02,7.974868174689189573e+02,-4.484026904779885569e+01,1.359499999999999886e+01
1.082000000000000028e+02,1.244769710872396217e+03,1.498299815553409076e+02,7.974868174687727560e+02,-4.484009286190415366e+01,1.358999999999999986e+01
1.083000000000000114e+02,1.244837177171092890e+03,1.498196583862426792e+02,7.974868174686266684e+02,-4.483991803387471009e+01,1.358499999999999908e+01
1.084000000000000057e+02,1.244904008630513317e+03,1.498093357566332315e+02,7.974868174684804671e+02,-4.483974456073774206e+01,1.358000000000000007e+01
1.085000000000000000e+02,1.244970206516779854e+03,1.497990136678294562e+02,7.974868174683342659e+02,-4.483957243952865923e+01,1.357499999999999929e+01
1.086000000000000085e+02,1.245035772093459855e+03,1.497886921211448907e+02,7.974868174681880646e+02,-4.483940166729099275e+01,1.357000000000000028e+01
1.087000000000000028e+02,1.245100706621572726e+03,1.497783711178898898e+02,7.974868174680418633e+02,-4.483923224107633132e+01,1.356499999999999950e+01
